"","PID","HHID","Sex","Ethnicity","Age","BMI","Grip","Religion","ReligionPublic","ReligionPrivate","GodInequality","EducationYears","PeaceVote","AbortionLegal","QueerMarriageOK","DrugsLegal","GiveOther","LeaveOther","ReduceOther","ChildrenAlive","hh_wealth","RelPub","RelPri","GodIneq","community"
"215","W42","M8K","F","AFROCOLOMBIAN",41.0833333333333,21.4681440443213,"14.525","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",10,0,1,9,8150,2,2,2,"lowland"
"216","W86","BA6","M","AFROCOLOMBIAN",77.4166666666667,21.8007099573308,"27.325","CATHOLIC","MORETHANONCEPERWEEK","AFEWTIMESPERWEEK","YES",2,"AGREE","DISAGREE","DISAGREE","DISAGREE",19,54,7,10,10393,1,2,1,"lowland"
"217","W8A","M57","F","AFROCOLOMBIAN",27,27.439446366782,"18.775","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",11,"AGREE","DISAGREE","DISAGREE","DISAGREE",16,19,0,2,3130,2,1,1,"lowland"
"218","WAB","ZB4","F","AFROCOLOMBIAN",66.3333333333333,28.1147308207229,"24.95","JEHOVAHS WITNESS","NEVER","EVERYDAY","YES",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",18,122,0,7,8990,2,1,1,"lowland"
"219","WBA","AZK","F","AFROCOLOMBIAN",74.1666666666667,20.928387224757,"13.875","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",0,"AGREE","DISAGREE","DONTKNOW","DISAGREE",17,51,0,8,3842,2,1,1,"lowland"
"220","WT8","VDM","F","EMBERA",26.8333333333333,26.0898919753086,"22.05","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",0,"AGREE","DISAGREE","DISAGREE","DONTKNOW",19,48,0,3,1990,1,1,1,"lowland"
"221","WZV","ZEH","F","EMBERA",31.5833333333333,23.7380371551886,"20.35","CATHOLIC","ONCEPERWEEK","AFEWTIMESPERWEEK","NO",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",16,37,0,6,2250,1,2,2,"lowland"
"222","X99","TH5","M","MESTIZO",49.4166666666667,30.9339678762641,"34.975","CATHOLIC","NEVER","EVERYDAY","NO",11,"DISAGREE","AGREE","AGREE","AGREE",20,0,0,3,16030,2,1,2,"lowland"
"223","XA6","TFU","F","AFROCOLOMBIAN",43.5833333333333,47.2821498238565,"36.325","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","NO",9,"AGREE","DISAGREE","DISAGREE","DISAGREE",8,37,0,3,4830,2,1,2,"lowland"
"224","XBX","M55","M","AFROCOLOMBIAN",46.3333333333333,28.2823657864382,"54.4","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",0,"AGREE","DISAGREE","AGREE","AGREE",19,147,0,6,47930,2,1,1,"lowland"
"225","XED","SH6","M","AFROCOLOMBIAN",61.0833333333333,20.2260559190958,"39.55","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",9,"AGREE","DISAGREE","DISAGREE","DISAGREE",18,150,0,2,9581,1,1,1,"lowland"
"226","XFV","XAE","F","AFROCOLOMBIAN",65.5833333333333,26.8595568173125,"31.5","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","YES",5,"DISAGREE","DISAGREE","AGREE","DISAGREE",14,71,1,7,4130,2,1,1,"lowland"
"227","XHN","BHJ","F","AFROCOLOMBIAN",85.3333333333333,32.2447078308576,"13.7","CATHOLIC","ONCEPERWEEK","AFEWTIMESPERWEEK","YES",2,"AGREE","DONTKNOW","DONTKNOW","DONTKNOW",10,133,0,4,3850,1,2,1,"lowland"
"228","XM8","M9Y","F","EMBERA",34.0833333333333,26.9752066115702,"19.4","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERMONTH","NO",0,"DONTKNOW","DONTKNOW","DISAGREE","DONTKNOW",19,16,0,6,380,2,2,2,"lowland"
"229","XNG","PWR","M","AFROCOLOMBIAN",53.5,22.9705689585219,"33.575","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERWEEK","NO",5,"AGREE","DISAGREE","DISAGREE","DISAGREE",13,76,2,2,3630,2,2,2,"lowland"
"230","XW3","M8K","M","AFROCOLOMBIAN",57.8333333333333,19.3959936915943,"30.85","NONE","MORETHANONCEPERWEEK","EVERYDAY","YES",1,"AGREE","DISAGREE","DISAGREE","DISAGREE",0,2,0,8,8150,1,1,1,"lowland"
"231","XY3","HXQ","F","AFROCOLOMBIAN",38.4166666666667,22.3371011920836,"21.325","CATHOLIC","MORETHANONCEPERWEEK","EVERYDAY","NO",9,"AGREE","DISAGREE","DISAGREE","DISAGREE",19,130,0,2,4830,1,1,2,"lowland"
"232","XZQ","TZH","M","AFROCOLOMBIAN",29.8333333333333,25.15465219038,"56.25","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","YES",11,"AGREE","AGREE","DISAGREE","DISAGREE",18,45,0,3,8630,2,1,1,"lowland"
"233","Y3C","WAK","M","AFROCOLOMBIAN",52,21.6796875,"30.625","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",5,"DONTKNOW","DISAGREE","DISAGREE","AGREE",14,68,0,7,4334,2,1,1,"lowland"
"234","Y4W","KYQ","F","AFROCOLOMBIAN",80.4166666666667,28.0903739612188,"20.8","CATHOLIC","MORETHANONCEPERWEEK","EVERYDAY","DONTKNOW",0,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",17,119,6,5,3330,1,1,2,"lowland"
"235","Y80","NUZ","F","AFROCOLOMBIAN",21.3333333333333,26.0374939913475,"27.9","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",10,"DONTKNOW","DISAGREE","DISAGREE","DISAGREE",20,2,0,1,4450,2,1,1,"lowland"
"236","YDJ","K0J","M","AFROCOLOMBIAN",57.25,25.2976190476191,"50.3","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","NO",5,"DISAGREE","AGREE","DISAGREE","AGREE",19,150,0,3,50330,2,1,2,"lowland"
"237","YDY","CRA","F","AFROCOLOMBIAN",39.3333333333333,30.5279136447968,"36.4","NONE","AFEWTIMESPERYEAR","EVERYDAY","YES",2,"AGREE","DISAGREE","AGREE","DISAGREE",17,65,0,3,3460,2,1,1,"lowland"
"238","YF0","U2H","F","AFROCOLOMBIAN",78.25,27.818869165023,"20.525","CATHOLIC","ONCEPERWEEK","EVERYDAY","DONTKNOW",3,"AGREE","DISAGREE","DISAGREE","DISAGREE",5,75,6,6,3150,1,1,2,"lowland"
"239","YH4","CP1","M","AFROCOLOMBIAN",40.1666666666667,34.2174981646398,"62.775","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERWEEK","YES",11,"AGREE","DISAGREE","AGREE","AGREE",9,52,0,2,11030,2,2,1,"lowland"
"240","YHV","D4D","F","AFROCOLOMBIAN",28.25,25.4308362416471,"29.8","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERWEEK","NO",11,"AGREE","DISAGREE","DISAGREE","DISAGREE",10,26,4,4,1530,2,2,2,"lowland"
"241","YNV","D8X","F","AFROCOLOMBIAN",65.0833333333333,26.6299357208448,"21.325","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",6,"DONTKNOW","DISAGREE","DISAGREE","DISAGREE",5,33,15,4,4340,1,1,1,"lowland"
"242","YQN","S0B","F","AFROCOLOMBIAN",50.5833333333333,38.7513007284079,"23.55","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","NO",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",15,68,0,7,3830,2,1,2,"lowland"
"243","Z3Q","M5U","M","AFROCOLOMBIAN",69.4166666666667,21.3856471368222,"37.65","CATHOLIC","ONCEPERWEEK","EVERYDAY","NO",1,"AGREE","DISAGREE","DISAGREE","AGREE",19,25,0,17,3610,1,1,2,"lowland"
"244","Z4N","TRZ","F","MESTIZO",40.4166666666667,31.7693905817175,"37.65","NONE","NEVER","EVERYDAY","YES",11,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",18,150,0,2,25610,2,1,1,"lowland"
"245","Z50","T34","F","AFROCOLOMBIAN",62.25,27.6609698699896,"34.975","CATHOLIC","ONCEPERWEEK","EVERYDAY","YES",13,"DISAGREE","AGREE","AGREE","AGREE",19,147,2,4,5420,1,1,1,"lowland"
"246","ZM9","BND","M","AFROCOLOMBIAN",52.3333333333333,26.7736584236719,"41.475","CATHOLIC","MORETHANONCEPERWEEK","EVERYDAY","NO",18,"AGREE","AGREE","AGREE","DISAGREE",20,109,0,5,11850,1,1,2,"lowland"
"247","ZQG","RMA","F","AFROCOLOMBIAN",67.25,21.4453125,"17.75","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",15,73,0,6,1530,2,1,1,"lowland"
"248","ZQU","PYC","F","AFROCOLOMBIAN",29,28.6876097863957,"40.875","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERWEEK","NO",11,"AGREE","DISAGREE","DISAGREE","DISAGREE",10,99,0,1,15763,2,2,2,"lowland"
"249","ZRN","K55","M","EMBERA",22.5,21.5655260213726,"28.875","CATHOLIC","ONCEPERWEEK","AFEWTIMESPERWEEK","YES",15,"AGREE","DISAGREE","AGREE","DISAGREE",18,0,0,4,820,1,2,1,"lowland"
"250","ZXH","S0B","F","AFROCOLOMBIAN",22.5,24.6247259234272,"28.75","CATHOLIC","ONCEPERWEEK","EVERYDAY","DONTKNOW",13,"AGREE","DISAGREE","DISAGREE","DISAGREE",18,115,0,1,3830,1,1,2,"lowland"
"251","ZYK","CF9","M","AFROCOLOMBIAN",63.5,22.3026999892431,"32","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",3,"AGREE","DISAGREE","DISAGREE","DISAGREE",19,130,0,0,4810,2,2,2,"lowland"
"252","ZZS","MA6","F","AFROCOLOMBIAN",76.3333333333333,30.7242429097901,"25.2","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","NO",0,"AGREE","DISAGREE","AGREE","AGREE",16,59,0,8,4750,2,1,2,"lowland"
"253","YZF","ENE","F","AFROCOLOMBIAN",27.1666666666667,26.3052027487459,"18","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","NO",15,"DISAGREE","DISAGREE","AGREE","DONTKNOW",NA,NA,NA,2,9180,2,1,2,"lowland"
"254","RDQ","ADA","M","MESTIZO",65.1666666666667,23.9075616840627,"50.675","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","NO",5,"AGREE","DISAGREE","AGREE","DISAGREE",NA,NA,NA,14,4680,2,1,2,"lowland"
"255","BUJ","M8K","F","AFROCOLOMBIAN",19.1666666666667,21.6028850530444,"28.275","CATHOLIC","NEVER","AFEWTIMESPERWEEK","YES",13,"DISAGREE","AGREE","AGREE","DONTKNOW",NA,NA,NA,0,8150,2,2,1,"lowland"
"256","C93","UMC","M","EMBERA",24.3333333333333,25.0314414377865,"41.25","NONE","ONCEPERWEEK","EVERYDAY","YES",2,"AGREE","DISAGREE","DISAGREE","AGREE",NA,NA,NA,3,350,1,1,1,"lowland"
"257","Q7R","JE5","M","AFROCOLOMBIAN",49.75,18.989898989899,"19.15","CATHOLIC","AFEWTIMESPERMONTH","NEVER","YES",0,"AGREE","AGREE","DISAGREE","AGREE",NA,NA,NA,0,4430,2,2,1,"lowland"
"258","ZNY","TH5","F","MESTIZO",19.8333333333333,28.515625,"21.875","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","YES",9,"DISAGREE","DISAGREE","AGREE","AGREE",NA,NA,NA,0,16030,2,1,1,"lowland"
"259","MC1","QA3","M","AFROCOLOMBIAN",67.8333333333333,23.046875,"40.175","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","NO",1,"AGREE","DISAGREE","DISAGREE","AGREE",NA,NA,NA,5,4760,2,1,2,"lowland"
"260","AK0","BZ3","F","AFROCOLOMBIAN",23.9166666666667,24.7425205932489,"23.5","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","YES",13,"AGREE","AGREE","AGREE","DISAGREE",NA,NA,NA,1,13540,2,1,1,"lowland"
"261","U8D","MA6","M","AFROCOLOMBIAN",32.5833333333333,24.904214559387,"43.725","NONE","NEVER","NEVER","YES",6,"AGREE","DISAGREE","DISAGREE","DISAGREE",NA,NA,NA,3,4750,2,2,1,"lowland"
"262","DGV","AQ6","M","AFROCOLOMBIAN",57.25,16.8882401308192,"28.85","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","YES",7,"AGREE","AGREE","DISAGREE","DISAGREE",NA,NA,NA,0,4630,2,1,1,"lowland"
"263","NC6","UMC","F","EMBERA",21.75,25.7213849592329,"22","CATHOLIC","AFEWTIMESPERMONTH","NEVER","NO",0,"AGREE","AGREE","DISAGREE","DISAGREE",NA,NA,NA,3,350,2,2,2,"lowland"
"264","FPJ","ENE","M","AFROCOLOMBIAN",32.3333333333333,24.700693131695,"55.6","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERMONTH","YES",11,"AGREE","DISAGREE","DISAGREE","AGREE",NA,NA,NA,1,9180,2,2,1,"lowland"
"265","XU0","ADA","F","MESTIZO",41.8333333333333,28.5097025577717,"19.925","CATHOLIC","NEVER","EVERYDAY","YES",2,"AGREE","DISAGREE","AGREE","DISAGREE",NA,NA,NA,6,4680,2,1,1,"lowland"
"266","G8F","BME","M","AFROCOLOMBIAN",49.5833333333333,23.9290508298353,"52.425","CHRISTIAN","MORETHANONCEPERWEEK","EVERYDAY","NO",1,"AGREE","AGREE","DISAGREE","AGREE",NA,NA,NA,1,3361.4,1,1,2,"lowland"
"267","A16","J4N","F","MESTIZO",55.1666666666667,26.897670187097,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",5,"AGREE","DISAGREE","DONTKNOW","AGREE",10,120,2,5,3100.3,2,1,1,"highland"
"268","A64","DD2","F","MESTIZO",22,25.7210322145387,"UNKNOWN","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","NO",13,"DISAGREE","AGREE","DISAGREE","AGREE",9,139,0,0,12244,2,1,2,"highland"
"269","A82","GA8","F","MESTIZO",18.6666666666667,20.956607495069,"UNKNOWN","CATHOLIC","ONCEPERWEEK","MORETHANONCEPERDAY","NO",11,"AGREE","AGREE","AGREE","DISAGREE",9,127,0,0,6033.8,1,1,2,"highland"
"270","ACE","D5R","F","MESTIZO",35.8333333333333,20.077747874749,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERWEEK","NO",11,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",10,103,0,2,10630,2,2,2,"highland"
"271","ADZ","KHM","F","MESTIZO",29.6666666666667,22.5827091723437,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",11,"DISAGREE","DONTKNOW","AGREE","DISAGREE",7,96,0,3,6212,2,1,1,"highland"
"272","AQV","GT5","M","MESTIZO",19.1666666666667,24.6221837490898,"UNKNOWN","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","DONTKNOW",11.5,"DISAGREE","AGREE","AGREE","DISAGREE",9,139,0,0,10703,2,1,2,"highland"
"273","AV5","BFB","F","MESTIZO",22.5833333333333,27.5550575960226,"UNKNOWN","SPIRITUAL","AFEWTIMESPERYEAR","AFEWTIMESPERWEEK","NO",10.5,"DISAGREE","AGREE","DISAGREE","AGREE",9,136,0,0,23550,2,2,2,"highland"
"274","B93","MTJ","F","MESTIZO",39.9166666666667,28.0654174884944,"UNKNOWN","SPIRITUAL","NEVER","EVERYDAY","YES",22,"DISAGREE","AGREE","DISAGREE","DISAGREE",10,20,0,3,3150,2,1,1,"highland"
"275","BGX","RJ9","M","MESTIZO",81.9166666666667,23.6549165120594,"UNKNOWN","CATHOLIC","ONCEPERWEEK","EVERYDAY","DONTKNOW",6,"AGREE","DISAGREE","DISAGREE","DISAGREE",9,139,0,7,7010,1,1,2,"highland"
"276","BMS","MTJ","F","MESTIZO",31.5833333333333,35.1953125,"UNKNOWN","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","NO",8,"DONTKNOW","DISAGREE","AGREE","DISAGREE",6,2,0,3,3150,2,1,2,"highland"
"277","BPJ","F91","F","MESTIZO",20.0833333333333,26.7036235803137,"UNKNOWN","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERMONTH","YES",11,"AGREE","DISAGREE","DISAGREE","DISAGREE",10,125,7,1,8858,2,2,1,"highland"
"278","BTK","MTJ","M","MESTIZO",65.6666666666667,26.2252284324196,"UNKNOWN","CATHOLIC","ONCEPERWEEK","EVERYDAY","NO",11,"DISAGREE","AGREE","DONTKNOW","DISAGREE",0,0,0,11,3150,1,1,2,"highland"
"279","CBB","DY8","F","MESTIZO",52.5,23.1111111111111,"UNKNOWN","CATHOLIC","AFEWTIMESPERYEAR","NEVER","YES",5,"AGREE","AGREE","AGREE","AGREE",10,0,0,2,22075,2,2,1,"highland"
"280","CDP","Q06","M","MESTIZO",19.3333333333333,22.8623685413809,"UNKNOWN","CATHOLIC","NEVER","AFEWTIMESPERMONTH","NO",11,"AGREE","AGREE","AGREE","AGREE",10,139,1,0,6014,2,2,2,"highland"
"281","CRF","CNK","F","MESTIZO",46.8333333333333,28.7641341003769,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERMONTH","YES",5,"DISAGREE","DISAGREE","AGREE","DISAGREE",8,57,3,3,13860,2,2,1,"highland"
"282","D00","C6N","M","MESTIZO",33.25,24.8370181405896,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERMONTH","YES",11,"DISAGREE","DISAGREE","AGREE","DISAGREE",9,29,0,2,13160,2,2,1,"highland"
"283","D01","JNH","M","MESTIZO",21.3333333333333,18.9197530864197,"UNKNOWN","CHRISTIAN","ONCEPERWEEK","EVERYDAY","YES",6,"DONTKNOW","DISAGREE","DISAGREE","DISAGREE",10,5,0,0,11802,1,1,1,"highland"
"284","D7A","DMD","M","MESTIZO",76.1666666666667,21.1905143406505,"UNKNOWN","CHRISTIAN","MORETHANONCEPERWEEK","EVERYDAY","YES",0,"AGREE","DISAGREE","DISAGREE","DISAGREE",9,0,2,1,20582,1,1,1,"highland"
"285","D85","Q87","M","MESTIZO",17.9166666666667,25.4753955581362,"UNKNOWN","NONE","ONCEPERWEEK","NEVER","NO",11,"AGREE","DISAGREE","AGREE","DISAGREE",0,96,0,0,8560,1,2,2,"highland"
"286","DE2","KHM","M","MESTIZO",43.3333333333333,26.6727632982777,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERMONTH","NO",13,"AGREE","DISAGREE","DISAGREE","DISAGREE",6,73,0,2,6212,2,2,2,"highland"
"287","DJ9","FMS","F","MESTIZO",42.0833333333333,24.6959237343853,"UNKNOWN","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","NO",13,"DISAGREE","DISAGREE","AGREE","DISAGREE",9,73,0,2,29332,2,1,2,"highland"
"288","E3U","YVT","F","MESTIZO",41.6666666666667,24.234898253485,"UNKNOWN","CATHOLIC","ONCEPERWEEK","EVERYDAY","NO",11,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",6,90,0,2,13710,1,1,2,"highland"
"289","E4T","UT5","F","MESTIZO",22.4166666666667,22.038567493113,"UNKNOWN","NONE","AFEWTIMESPERYEAR","NEVER","NO",13.5,"DONTKNOW","DISAGREE","AGREE","DISAGREE",10,128,0,0,29600,2,2,2,"highland"
"290","EEJ","XMM","F","MESTIZO",16.25,24.6221837490898,"UNKNOWN","CATHOLIC","NEVER","EVERYDAY","YES",11,"DISAGREE","DISAGREE","AGREE","DISAGREE",10,129,0,0,6860,2,1,1,"highland"
"291","FFJ","DD2","F","MESTIZO",45,29.9030287496262,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","NO",7,"DONTKNOW","DISAGREE","DISAGREE","DISAGREE",9,139,0,3,12244,2,1,2,"highland"
"292","FPP","WN6","F","MESTIZO",49.0833333333333,33.1067533864737,"UNKNOWN","CATHOLIC","AFEWTIMESPERYEAR","AFEWTIMESPERWEEK","YES",0,"DONTKNOW","DISAGREE","DISAGREE","DISAGREE",9,0,0,6,535,2,2,1,"highland"
"293","FSK","JTQ","M","MESTIZO",79.5,20.5282161548136,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",2,"AGREE","DISAGREE","DISAGREE","DISAGREE",10,83,0,8,300,2,1,1,"highland"
"294","FTC","CTV","F","MESTIZO",55.3333333333333,33.5900104058273,"UNKNOWN","CHRISTIAN","ONCEPERWEEK","EVERYDAY","NO",3,"DONTKNOW","DISAGREE","DISAGREE","DISAGREE",8,0,10,8,4500,1,1,2,"highland"
"295","FYB","C2T","M","MESTIZO",57.0833333333333,24.765625,"UNKNOWN","CATHOLIC","NEVER","AFEWTIMESPERMONTH","DONTKNOW",3,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",9,78,0,0,5520,2,2,2,"highland"
"296","G87","NUX","M","MESTIZO",39.4166666666667,26.8135904499541,"UNKNOWN","CATHOLIC","AFEWTIMESPERYEAR","EVERYDAY","NO",5,"AGREE","AGREE","AGREE","DISAGREE",10,130,7,1,34600,2,1,2,"highland"
"297","G8X","XNE","F","MESTIZO",42.75,24.4138977905212,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERWEEK","YES",5,"DISAGREE","DISAGREE","DISAGREE","DISAGREE",7,52,7,4,3370,2,2,1,"highland"
"298","GAN","Y4S","F","MESTIZO",71.5833333333333,25.2240890049998,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","EVERYDAY","YES",2,"DONTKNOW","DISAGREE","DISAGREE","DISAGREE",4,63,0,6,4752,2,1,1,"highland"
"299","GHR","GT5","F","MESTIZO",18.1666666666667,17.96875,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERMONTH","NO",11,"DISAGREE","AGREE","AGREE","AGREE",6,139,0,0,10703,2,2,2,"highland"
"300","GJ3","WN6","F","MESTIZO",18.8333333333333,23.6385255648038,"UNKNOWN","SPIRITUAL","AFEWTIMESPERMONTH","EVERYDAY","NO",11,"AGREE","DISAGREE","AGREE","DISAGREE",9,100,0,1,535,2,1,2,"highland"
"301","GPM","D6D","F","MESTIZO",44.3333333333333,25.203981374685,"UNKNOWN","CATHOLIC","ONCEPERWEEK","EVERYDAY","NO",11,"DISAGREE","DISAGREE","AGREE","DISAGREE",10,139,0,2,16701,1,1,2,"highland"
"302","GVM","YVT","M","MESTIZO",41.75,25.6543723973825,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","AFEWTIMESPERMONTH","YES",11,"DISAGREE","DONTKNOW","DONTKNOW","DISAGREE",9,135,0,2,13710,2,2,1,"highland"
"303","GWF","EUJ","M","MESTIZO",81.5,25.7210322145387,"UNKNOWN","CATHOLIC","ONCEPERWEEK","EVERYDAY","DONTKNOW",3,"DISAGREE","DONTKNOW","DISAGREE","DISAGREE",10,13,0,0,3101.7,1,1,2,"highland"
"304","GWU","D6D","M","MESTIZO",19.4166666666667,20.0692041522491,"UNKNOWN","CATHOLIC","AFEWTIMESPERMONTH","NEVER","NO",13,"DISAGREE","AGREE","DISAGREE","DISAGREE",10,139,0,0,16701,2,2,2,"highland"
